category;income;savings;debt;benefits;investments;kids;fiscal_partner;consumption_reduced;consumption_standard
2.0;25808.39;21729.9;17609.63;17062.22;3428.72;2.0;0.0;11710.18;11871.86
2.0;24585.7;37334.55;20053.79;3642.88;28835.4;1.0;1.0;9425.43;9342.57
3.0;39613.04;54083.14;10081.22;0.0;88756.72;4.0;0.0;14130.35;15052.96
3.0;41646.1;40946.71;10894.97;0.0;81101.74;1.0;1.0;10748.15;12077.37
2.0;24128.1;27443.02;27330.9;16696.76;17787.9;5.0;1.0;12238.43;5944.834999999999
2.0;23445.26;31213.28;7857.73;9243.82;28783.75;3.0;0.0;11799.13;11488.18
2.0;19093.0;28283.91;23169.17;13135.71;32821.23;4.0;0.0;11109.76;3991.62
2.0;19513.01;24472.99;23870.54;15482.68;24511.06;5.0;1.0;10853.9;4329.554999999999
2.0;23033.05;36660.87;24679.13;12398.8;33145.95;0.0;1.0;8454.96;8061.57
2.0;20802.21;19995.11;19015.03;14053.83;22019.61;2.0;0.0;10408.57;9569.02
4.0;498534.31;600284.51;0.0;0.0;318653.94;5.0;0.0;47390.07;99706.86
4.0;514172.67;593198.07;0.0;0.0;323210.01;5.0;1.0;33137.77;92551.08
2.0;25915.89;26595.42;4474.83;9535.47;32322.28;5.0;0.0;14070.56;5922.665
2.0;32756.69;16765.48;19923.2;16193.37;33466.06;2.0;0.0;13516.74;15068.08
2.0;21284.29;32505.65;24706.63;12729.45;31158.5;4.0;1.0;10746.76;10003.62
2.0;25488.18;17501.86;29174.92;17714.86;35561.69;3.0;1.0;11117.16;11214.8
4.0;760279.48;313556.47;0.0;0.0;320934.48;5.0;1.0;44212.58;136850.31
2.0;28592.91;24488.19;38612.19;19904.88;28242.96;0.0;1.0;9288.94;10007.52
2.0;23751.75;28828.35;17808.07;18893.84;909.96;4.0;0.0;12600.56;5575.595
2.0;25484.48;29205.59;29993.5;8336.65;26218.51;1.0;0.0;10861.43;10958.33
3.0;40381.75;57533.44;12804.44;0.0;91767.81;4.0;0.0;14268.72;15345.06
2.0;27036.54;20291.95;26665.03;13445.09;23884.89;3.0;0.0;12840.6;13247.9
2.0;27009.0;28345.91;37665.71;13500.75;18322.71;4.0;0.0;13642.88;6683.06
4.0;663202.89;404327.87;0.0;0.0;286421.8;3.0;0.0;53108.19;119376.52
2.0;22036.23;20180.72;24775.17;22905.4;26912.56;1.0;1.0;8966.52;8373.77
3.0;42650.62;23019.52;3535.14;0.0;98594.71;1.0;0.0;12118.07;13648.2
2.0;27191.95;47920.32;32401.21;10844.77;28507.97;1.0;0.0;11254.15;11692.54
2.0;22132.78;36381.04;16014.79;15438.51;28645.8;0.0;0.0;9426.56;8853.11
2.0;28327.83;27507.37;36619.89;6131.73;24147.22;0.0;1.0;9249.17;9914.74
3.0;39204.29;39807.95;8656.2;0.0;76779.57;5.0;0.0;14840.86;15681.72
3.0;38586.26;47447.09;12595.27;0.0;84272.84;5.0;1.0;13559.66;14276.92
3.0;37688.92;81323.23;10801.09;0.0;146162.64;3.0;0.0;13030.23;13568.01
1.0;4561.74;3561.2;24015.01;30029.84;19363.41;0.0;1.0;2280.87;1596.61
2.0;29394.44;9237.05;26086.2;15287.63;36906.89;0.0;0.0;10878.89;11757.78
2.0;23433.03;15763.56;22135.53;22425.43;27653.63;0.0;0.0;9686.61;9373.21
1.0;9510.02;4541.54;14086.86;17219.36;19745.01;2.0;0.0;8613.81;448.1050000000005
2.0;27750.34;19360.91;25802.61;16126.84;37675.11;2.0;0.0;12215.09;12765.16
3.0;41458.19;78196.97;18930.2;0.0;50074.39;4.0;1.0;13218.73;14510.37
3.0;41909.89;52385.89;9989.23;0.0;94537.17;1.0;0.0;12029.19;13411.16
2.0;26592.06;23925.01;23240.96;16782.01;18660.26;1.0;0.0;11116.17;11434.59
2.0;26611.1;17399.49;26735.46;10053.59;29020.32;5.0;0.0;14313.88;6148.61
1.0;8456.4;7066.75;15563.33;13586.87;7320.36;2.0;1.0;7367.79;544.3049999999998
2.0;28525.06;17091.67;12081.64;12915.93;31397.4;4.0;0.0;14128.02;7198.52
2.0;27386.86;19150.34;34770.44;14933.87;14240.64;5.0;0.0;14585.4;6400.7300000000005
3.0;38424.94;38876.52;15564.78;0.0;100032.43;3.0;0.0;13147.99;13832.98
2.0;28325.03;23532.64;34517.57;8594.71;31154.83;3.0;1.0;11798.01;12463.01
3.0;39752.18;40964.18;11937.21;0.0;72306.03;3.0;1.0;12167.78;13118.22
3.0;38933.67;65807.75;7787.65;0.0;116305.12;1.0;0.0;11672.04;12458.77
1.0;6453.28;7619.75;15620.09;12061.11;9506.7;0.0;0.0;3226.64;2581.31
2.0;25988.71;23297.66;21291.03;13512.68;34328.99;5.0;0.0;14096.05;5946.33
2.0;24969.9;25808.26;18007.91;11654.21;44991.15;3.0;0.0;12241.27;12235.25
3.0;43017.72;50060.06;10021.14;0.0;100353.38;3.0;0.0;13882.84;15486.38
2.0;26470.54;21646.03;34354.66;18326.35;24847.05;0.0;1.0;8970.58;9264.69
2.0;23170.16;19512.32;23448.61;16574.18;22913.18;1.0;0.0;10329.14;9963.17
2.0;28108.16;37865.66;21337.25;21193.92;36500.29;4.0;1.0;12589.2;13210.84
3.0;39584.25;30607.91;8948.5;0.0;67154.16;2.0;1.0;11354.27;12271.12
1.0;8614.72;4965.81;19945.98;20464.47;10312.23;1.0;1.0;7067.53;773.5949999999998
4.0;225704.44;649398.52;0.0;0.0;315619.59;0.0;1.0;14514.09;29341.58
3.0;39571.73;34106.28;14676.87;0.0;118735.54;4.0;1.0;12935.76;13850.11
2.0;25814.14;25680.77;16816.73;18888.51;22539.96;0.0;0.0;10162.83;10325.66
1.0;4343.65;704.48;19703.97;27396.09;10285.99;3.0;1.0;2171.82;1911.21
2.0;29192.67;19336.46;20931.09;18167.89;17363.76;5.0;0.0;15217.43;6987.619999999999
2.0;22834.74;27199.72;29111.67;16292.73;6707.03;4.0;1.0;11165.38;10732.33
4.0;527809.16;447646.22;0.0;0.0;215972.96;4.0;1.0;31112.37;89727.56
2.0;21649.06;28890.71;33787.16;10775.94;30871.95;4.0;1.0;10845.25;10175.06
3.0;41246.93;38434.84;9307.36;0.0;107187.7;4.0;1.0;13187.04;14436.43
4.0;655046.29;481668.13;0.0;0.0;349416.49;2.0;0.0;49302.78;111357.87
2.0;21490.07;25521.94;30043.75;25949.69;31320.69;1.0;1.0;8868.21;8166.23
1.0;6375.53;5245.21;10337.69;20893.43;7618.8;5.0;0.0;3187.76;1593.8849999999998
2.0;23011.19;38768.84;15954.51;16722.93;34396.53;0.0;1.0;8451.68;8053.92
2.0;33196.83;23787.78;18757.61;12257.73;45271.27;5.0;0.0;16618.89;8288.970000000001
2.0;23803.81;19144.54;30498.28;9263.05;13267.9;5.0;0.0;13331.33;5236.240000000001
4.0;852415.01;569281.15;0.0;0.0;337721.12;0.0;1.0;27048.3;110813.95
2.0;20996.66;21836.37;27318.85;17013.35;30886.99;4.0;1.0;10669.1;9868.43
2.0;27300.6;28607.37;18540.71;16282.17;29114.11;0.0;1.0;9095.09;9555.21
2.0;22640.78;16701.84;30315.14;12761.1;3390.8;0.0;0.0;9528.16;9056.31
2.0;20398.18;15139.16;28097.32;14214.75;15881.08;3.0;0.0;10915.47;4741.3550000000005
3.0;38998.71;29647.09;3919.13;0.0;71638.78;1.0;1.0;10509.88;11309.63
3.0;40739.29;36226.89;9069.19;0.0;73552.25;5.0;0.0;15147.86;16295.72
2.0;28405.43;22892.3;25034.64;20716.4;38261.88;2.0;0.0;12385.41;13066.5
1.0;7626.09;4044.43;14629.67;4242.3;9568.09;4.0;0.0;3813.04;1906.525
2.0;25553.02;30568.15;27977.33;20097.16;26695.93;2.0;1.0;10366.13;10476.74
2.0;34594.0;43580.51;33556.76;10393.98;29280.05;4.0;0.0;16070.08;17988.88
2.0;26602.67;40233.33;23041.07;17001.78;13545.39;2.0;0.0;11916.69;12237.23
2.0;31752.42;24241.57;31536.9;16900.98;33638.46;0.0;1.0;9762.86;11113.35
3.0;38116.2;55907.81;8507.84;0.0;64442.9;4.0;0.0;13860.92;14484.16
2.0;25852.82;23696.09;34251.43;19585.44;32146.95;0.0;1.0;8877.92;9048.49
2.0;30656.46;19333.02;18602.49;14869.96;26752.07;2.0;0.0;12970.68;14101.97
3.0;39981.35;64366.42;8729.69;0.0;66724.99;2.0;0.0;12597.39;13593.66
2.0;21199.52;10757.23;23061.66;16395.05;29401.28;1.0;1.0;8815.91;8055.82
2.0;22759.58;25014.91;19180.7;19265.05;27857.84;5.0;1.0;11827.87;5465.8550000000005
2.0;26463.49;35377.97;13013.81;6172.72;27201.05;4.0;0.0;13468.32;6497.585000000001
4.0;696760.41;512335.66;0.0;0.0;213294.48;1.0;1.0;27419.01;97546.46
3.0;41214.59;31744.28;13969.62;0.0;80545.84;2.0;0.0;12770.04;14012.96
4.0;295139.33;696746.97;0.0;0.0;311520.81;3.0;0.0;29184.06;53125.08
2.0;30056.23;23075.94;22351.07;24198.84;28241.18;0.0;0.0;11011.25;12022.49
2.0;20199.38;20401.83;18927.83;21206.81;21172.88;0.0;1.0;8029.91;7069.78
2.0;23998.32;24843.7;23401.73;11098.48;34566.49;4.0;0.0;12679.46;5659.43
2.0;26038.49;39256.82;37054.14;22200.26;32748.34;1.0;0.0;10988.85;11196.55
2.0;26712.95;17834.24;26654.39;13705.5;24949.83;2.0;0.0;11945.37;12287.96
2.0;16461.11;25051.75;24113.91;18570.43;18274.44;1.0;1.0;7963.0;6255.22
2.0;29585.11;12494.71;21316.85;13429.6;36234.13;0.0;0.0;10917.02;11834.04
2.0;27121.37;27856.39;20461.5;14945.89;51322.53;4.0;1.0;12322.77;12747.04
2.0;23655.57;24310.99;27820.19;12291.02;26028.81;4.0;0.0;12569.78;5542.8949999999995
3.0;41241.89;49638.56;8863.43;0.0;80284.42;1.0;1.0;10711.77;11960.15
2.0;21959.46;17498.06;24075.76;10937.75;15478.17;4.0;1.0;10929.05;10320.95
2.0;21211.71;10115.34;42855.39;3289.81;46871.15;4.0;0.0;11787.75;4711.98
2.0;24266.04;39200.89;27070.53;19341.7;11593.75;5.0;0.0;13493.11;5386.465
2.0;23925.48;20375.86;26949.95;10729.66;29255.34;4.0;1.0;11459.88;11244.98
2.0;14640.56;26242.57;17597.94;9159.88;21273.61;5.0;1.0;9392.17;2624.1949999999997
3.0;38532.2;38563.01;10050.11;0.0;62730.92;4.0;1.0;12779.83;13486.27
3.0;40489.81;38196.61;8586.5;0.0;81720.58;1.0;0.0;11858.78;12956.74
2.0;30651.86;34185.25;27349.74;11396.83;23657.35;1.0;1.0;10517.33;11647.71
2.0;27244.19;23791.38;27494.03;9177.89;29497.46;0.0;1.0;9086.63;9535.47
2.0;25355.84;37326.01;35795.19;12902.59;20856.28;0.0;0.0;10071.17;10142.34
4.0;644651.85;578242.18;0.0;0.0;378860.52;5.0;0.0;58348.89;128930.37
2.0;22009.71;28865.71;29312.95;17205.58;19514.7;3.0;1.0;10282.33;9684.27
1.0;5829.51;7846.56;7626.99;11906.22;26435.1;2.0;0.0;2914.76;2681.57
3.0;39545.22;55762.23;8359.82;0.0;88422.63;5.0;1.0;13722.69;14631.73
2.0;23440.27;38094.27;24977.06;27008.6;29482.35;4.0;0.0;12500.89;5469.6900000000005
3.0;38246.71;60834.33;6908.47;0.0;73013.59;5.0;0.0;14649.34;15298.68
4.0;583229.3;556855.81;0.0;0.0;296635.29;5.0;1.0;36245.32;104981.27
2.0;25300.43;33360.65;31268.35;17453.16;23496.13;3.0;1.0;11072.1;11132.19
2.0;23637.32;30947.61;29875.16;17609.87;22019.83;2.0;0.0;11145.7;10873.17
4.0;432439.56;331421.8;0.0;0.0;324209.86;5.0;1.0;29459.78;77839.12
2.0;23438.99;37018.03;23742.24;15608.71;32467.35;5.0;0.0;13203.65;5117.670000000001
3.0;38953.45;60718.92;10729.43;0.0;96561.76;4.0;1.0;12843.02;13633.71
2.0;23619.72;25479.64;39917.93;19968.91;25505.91;0.0;1.0;8542.96;8266.9
2.0;26264.94;27437.69;25886.44;17156.59;13888.43;0.0;0.0;10252.99;10505.98
3.0;41233.26;41846.31;13538.88;0.0;81600.8;3.0;0.0;13597.32;14843.97
3.0;36865.27;51445.23;5322.94;0.0;102485.35;0.0;1.0;9580.57;9953.62
2.0;22252.31;41532.03;36239.38;11538.76;21112.07;2.0;1.0;9672.99;9123.45
1.0;7663.93;5292.09;5358.93;22466.59;20262.48;5.0;0.0;3831.96;1915.9850000000001
1.0;8971.31;6209.25;16194.98;8980.49;11875.57;1.0;1.0;7153.11;909.0999999999999
2.0;28378.86;10345.42;18587.71;12649.08;36857.44;2.0;0.0;12378.5;13054.28
2.0;24856.69;32191.11;23717.56;16441.89;28580.8;5.0;1.0;12457.01;6199.839999999999
3.0;40896.17;50159.06;13018.3;0.0;106258.38;5.0;0.0;15179.23;16358.47
2.0;23431.23;19548.17;9549.55;10098.93;19606.09;2.0;1.0;9920.56;9606.8
4.0;333074.15;581978.97;0.0;0.0;332325.37;1.0;1.0;18326.85;46630.38
2.0;22780.31;7970.3;25946.36;10651.49;15771.44;0.0;0.0;9556.06;9112.12
3.0;37383.54;67214.16;6214.93;0.0;80016.76;5.0;1.0;13355.2;13831.91
3.0;42151.19;32622.77;14311.77;0.0;89608.69;5.0;0.0;15430.24;16860.48
4.0;569497.96;568937.34;0.0;0.0;313723.15;2.0;1.0;27084.94;85424.69
1.0;7538.7;4786.98;8088.98;13258.87;10832.5;3.0;1.0;7412.38;63.159999999999854
2.0;21708.08;38601.58;33077.03;22262.7;18793.44;1.0;0.0;9992.86;9334.47
1.0;7022.83;4131.7;13790.59;16598.27;13535.56;0.0;1.0;6404.57;309.1300000000001
2.0;25435.17;26227.29;23732.87;16117.79;15694.72;2.0;0.0;11613.14;11700.18
4.0;423939.25;661293.52;0.0;0.0;274623.08;5.0;0.0;41795.44;84787.85
2.0;22859.71;20716.58;22088.11;14884.77;17347.24;3.0;0.0;11629.32;11201.26
2.0;24376.26;31906.59;18567.71;14095.79;20204.92;0.0;0.0;9875.25;9750.5
2.0;25875.43;25110.91;33622.27;18547.51;21582.6;2.0;0.0;11727.61;11902.7
2.0;25063.66;25157.53;21326.42;7797.33;26607.69;2.0;0.0;11516.55;11529.28
2.0;25183.45;32213.71;19712.49;12677.75;29193.61;0.0;1.0;8777.52;8814.21
2.0;25894.59;13646.84;23641.76;22643.24;24767.59;2.0;0.0;11732.59;11911.51
2.0;20891.97;41346.93;14672.19;16950.76;25544.32;0.0;0.0;9178.39;8356.79
2.0;25549.9;20043.25;6429.19;15168.97;31069.41;2.0;0.0;11642.97;11752.95
2.0;23864.89;20811.91;14985.46;17052.02;19825.24;1.0;1.0;9295.68;9068.66
3.0;38149.54;40825.71;12596.71;0.0;106645.77;5.0;0.0;14629.91;15259.82
2.0;16299.53;12020.72;19613.88;34032.34;24445.43;5.0;0.0;10704.84;2797.3450000000003
2.0;23274.75;31058.78;37721.34;13774.11;32664.41;4.0;0.0;12447.92;5413.415
4.0;313635.73;502280.04;0.0;0.0;360438.63;0.0;1.0;16272.71;40772.64
4.0;725639.04;344675.06;0.0;0.0;350793.46;0.0;0.0;46281.95;108845.86
2.0;26226.32;12715.12;24007.17;11685.47;26946.66;0.0;0.0;10245.26;10490.53
2.0;29263.68;24201.55;26835.58;11950.26;24340.85;4.0;0.0;14364.38;7449.650000000001
4.0;345772.12;618228.68;0.0;0.0;366021.13;3.0;1.0;22102.02;55323.54
3.0;38636.94;65868.93;15111.75;0.0;126253.39;1.0;1.0;10477.32;11204.71
2.0;26940.85;42375.52;16784.56;18389.52;26214.77;1.0;0.0;11196.4;11584.57
2.0;19156.74;34376.93;28955.35;17437.7;22880.14;1.0;0.0;9406.05;8237.4
3.0;40934.35;66152.65;8500.01;0.0;92145.23;1.0;0.0;11912.12;13098.99
2.0;27291.03;18786.64;24330.1;20691.06;22200.31;5.0;1.0;13187.31;13645.52
2.0;28455.14;22693.9;21557.92;18665.76;12134.24;4.0;0.0;14105.64;7174.75
2.0;20780.57;36062.88;19805.66;12231.94;12877.04;3.0;1.0;9987.34;9143.45
2.0;23860.27;24554.72;16164.88;13586.57;31172.7;5.0;0.0;13351.09;5254.59
2.0;26180.66;17606.04;20225.01;7210.83;24625.31;3.0;1.0;11283.36;11519.49
2.0;28350.49;30173.14;23215.43;18630.34;25287.59;2.0;0.0;12371.13;13041.23
3.0;40426.81;21019.03;7507.02;0.0;93201.39;4.0;1.0;13064.02;14149.38
1.0;6134.62;6514.02;13737.39;24430.51;22964.97;4.0;0.0;3067.31;1533.655
3.0;38557.19;50443.09;7473.34;0.0;106972.71;4.0;0.0;13940.29;14651.73
3.0;37964.35;48778.11;13400.14;0.0;91165.15;5.0;1.0;13453.94;14046.81
2.0;29875.57;30511.71;20199.21;19943.26;30122.58;0.0;0.0;10975.11;11950.23
2.0;24099.02;27416.87;19479.21;18714.2;19939.36;1.0;0.0;10542.77;10362.58
2.0;25115.23;27974.99;33175.63;9196.09;28372.44;3.0;0.0;12283.42;12306.46
1.0;8079.86;5004.02;15937.1;12509.57;19023.81;5.0;0.0;4039.93;2019.965
2.0;23727.31;11741.41;30886.97;11109.71;21451.16;4.0;0.0;12592.74;5567.285000000001
2.0;23320.68;16450.55;12473.73;3680.2;31841.85;3.0;1.0;10596.96;10261.1
2.0;22714.89;25240.96;23353.89;12462.64;30929.59;1.0;0.0;10224.42;9767.4
1.0;5558.51;5232.86;20405.35;16951.67;9710.78;3.0;1.0;2779.26;2445.74
3.0;35965.91;45169.83;15347.39;0.0;87469.74;4.0;0.0;13473.86;13667.05
3.0;41622.71;26338.32;2091.52;0.0;79977.32;5.0;0.0;15324.54;16649.08
2.0;20722.91;32488.08;16034.03;20295.53;33891.43;1.0;1.0;8730.12;7874.71
3.0;41746.65;52011.79;9243.94;0.0;97404.87;2.0;0.0;12844.53;14193.86
3.0;39198.7;39624.88;9077.14;0.0;70005.35;5.0;1.0;13663.78;14503.52
3.0;40081.4;37472.52;14710.28;0.0;91629.93;2.0;0.0;12611.4;13627.68
2.0;27611.81;32691.51;26948.77;13928.56;14907.77;1.0;1.0;9970.13;10492.49
2.0;26667.81;12269.73;25176.04;15409.98;43221.36;5.0;1.0;13000.34;13333.9
3.0;40962.0;32991.92;8607.75;0.0;72747.18;0.0;1.0;9867.34;11059.74
2.0;23717.01;17253.32;28906.24;8445.88;33682.6;0.0;1.0;8557.55;8300.95
2.0;31133.76;31092.96;12858.83;13628.78;14866.91;0.0;0.0;11226.75;12453.5
2.0;22366.24;48883.93;36008.82;11390.31;11818.16;3.0;1.0;10367.9;9841.15
2.0;24594.87;31436.75;19094.57;14660.38;33614.44;0.0;0.0;9918.97;9837.95
2.0;19013.54;20688.45;25821.73;18397.33;24699.04;3.0;0.0;10513.93;4249.805
4.0;373943.77;725492.01;0.0;0.0;305413.13;0.0;1.0;17478.88;48612.69
2.0;34798.99;23672.0;32754.33;8215.47;24075.46;1.0;0.0;13003.77;14963.57
3.0;38901.03;64278.09;10691.47;0.0;79494.64;3.0;1.0;12057.13;12837.34
2.0;28223.89;32649.56;11891.86;5391.94;24438.09;1.0;0.0;11491.49;12136.27
2.0;20576.75;30622.21;36587.89;18216.26;36578.56;2.0;1.0;9321.12;8436.47
3.0;40261.44;71064.1;11554.53;0.0;49701.9;4.0;1.0;13039.22;14091.5
2.0;30059.95;8775.24;24795.85;10392.64;19941.64;5.0;0.0;15520.98;7269.485000000001
2.0;25460.17;22126.52;11862.59;20858.91;16475.29;1.0;0.0;10855.84;10947.87
2.0;27254.84;33539.86;27483.16;10200.16;29450.66;1.0;1.0;9905.87;10356.84
3.0;40361.3;43083.17;4575.39;0.0;90627.85;2.0;1.0;11439.74;12512.0
2.0;24914.34;51042.44;37549.58;18937.75;23502.06;5.0;0.0;13720.02;5597.16
2.0;25584.18;11337.08;32774.93;17848.18;18895.03;3.0;0.0;12419.41;12536.25
3.0;40597.19;41350.48;13920.03;0.0;86799.51;2.0;0.0;12683.61;13803.04
3.0;41626.63;79431.28;4852.56;0.0;52620.19;3.0;0.0;13660.26;14985.59
3.0;41124.79;50665.75;8069.79;0.0;104415.23;2.0;1.0;11523.73;12748.68
2.0;23477.55;22615.66;18199.47;20469.64;11625.39;3.0;0.0;11808.49;11504.0
2.0;28815.1;27911.79;12034.82;17008.22;26400.74;1.0;0.0;11627.47;12390.49
2.0;27241.93;21702.27;27502.52;11491.19;37332.82;5.0;0.0;14534.68;6353.625
2.0;27895.72;20495.91;24227.88;17567.3;22830.87;5.0;1.0;13368.72;13947.86
2.0;23135.58;15076.5;26038.26;10715.24;27540.87;5.0;1.0;11940.67;5597.455000000001
2.0;30124.08;22925.0;18001.91;11591.24;27998.7;5.0;0.0;15543.43;7290.325000000001
2.0;30186.22;12305.22;19035.77;29955.62;26216.64;2.0;1.0;11339.11;12376.35
1.0;5747.11;3306.71;6153.91;22991.04;18333.74;3.0;1.0;2873.56;2528.73
3.0;39316.62;33678.92;6384.63;0.0;77684.62;2.0;1.0;11324.83;12188.15
1.0;9698.12;2862.28;13473.93;40811.93;18849.24;5.0;0.0;4849.06;2424.53
2.0;22849.7;23176.98;30327.23;9314.32;40512.55;3.0;0.0;11626.41;11196.35
3.0;39374.25;54930.55;12217.71;0.0;85401.19;1.0;0.0;11724.91;12599.76
2.0;25296.92;21399.62;24049.56;9265.37;4677.95;5.0;1.0;12589.08;12648.46
2.0;22327.51;44275.38;12762.24;10498.86;22104.57;2.0;0.0;10805.15;10270.65
3.0;39102.87;56432.53;8490.03;0.0;100692.48;1.0;0.0;11692.34;12512.92
2.0;27347.22;33075.4;21364.71;14987.75;31861.17;0.0;1.0;9102.08;9571.53
3.0;42080.21;42003.07;9008.25;0.0;89064.91;1.0;1.0;10787.22;12203.26
1.0;9481.88;5765.06;12942.08;27123.69;13678.89;3.0;1.0;8034.2;723.8399999999997
2.0;22965.19;28134.28;14891.88;17702.42;21705.8;1.0;1.0;9133.73;8726.77
3.0;40686.86;53656.51;14243.37;0.0;64227.31;2.0;0.0;12696.16;13833.53
3.0;40568.61;50753.32;12116.39;0.0;65568.77;4.0;1.0;13085.29;14199.01
1.0;8724.12;4136.53;21755.01;33066.44;22154.08;3.0;0.0;8664.13;29.9950000000008
3.0;38415.44;56581.76;8621.95;0.0;70422.54;5.0;1.0;13530.62;14213.71
2.0;29286.21;17476.75;19225.6;15602.27;24214.25;4.0;1.0;12907.28;13764.52
2.0;29866.26;6233.72;34080.8;18300.42;20516.75;3.0;1.0;12167.9;13141.15
2.0;23593.22;23003.57;17112.17;7882.37;28376.76;2.0;0.0;11134.24;10852.88
2.0;26706.46;30727.63;17219.87;13503.76;17065.56;5.0;1.0;13011.94;13353.23
1.0;9819.5;7054.78;14741.13;14781.29;12858.68;2.0;1.0;7749.46;1035.02
2.0;28528.84;24074.75;13412.37;6766.64;22326.6;5.0;1.0;13558.65;14264.42
2.0;31431.33;31409.71;18728.9;23316.26;15544.43;3.0;1.0;12543.52;13829.79
2.0;27255.96;20096.75;24953.75;10371.69;29351.93;2.0;0.0;12086.55;12537.74
2.0;20894.76;30799.56;22630.5;19070.36;24310.52;3.0;0.0;11059.48;4917.639999999999
2.0;24083.32;33251.65;30315.54;18808.79;20869.87;2.0;0.0;11261.66;11078.33
3.0;38576.17;41312.57;11686.1;0.0;94262.29;5.0;0.0;14715.23;15430.47
2.0;29678.2;23468.85;30986.56;17186.5;24423.38;4.0;0.0;14497.02;7590.59
3.0;37955.26;47508.7;9216.34;0.0;95151.35;2.0;0.0;12313.74;12904.79
2.0;32550.27;25313.3;26472.26;11971.33;22170.29;1.0;1.0;10859.05;12369.1
2.0;21157.49;39998.18;22740.81;10214.14;21092.22;4.0;1.0;10712.52;9944.02
2.0;23103.71;27157.18;18856.99;19982.06;11152.79;1.0;0.0;10313.85;9934.6
2.0;22578.91;28763.84;24042.86;8094.42;25447.07;5.0;0.0;12902.62;4838.1449999999995
2.0;30416.97;16049.74;14674.35;15000.17;27064.54;1.0;0.0;11995.9;13079.3
3.0;39778.55;45373.05;10531.33;0.0;41395.5;3.0;1.0;12171.21;13126.92
2.0;26428.57;34320.92;24434.09;16745.7;11086.17;0.0;1.0;8964.29;9250.0
3.0;40321.32;82885.62;17082.36;0.0;67787.05;2.0;0.0;12644.98;13709.25
2.0;25597.92;25900.45;12812.76;13140.44;44402.0;2.0;1.0;10375.56;10495.15
2.0;23159.25;28537.62;18775.44;16209.9;10623.24;4.0;1.0;11253.0;10884.85
2.0;20549.91;29109.2;30896.26;25945.98;34291.74;5.0;1.0;11164.97;4692.47
3.0;40967.43;51895.13;13403.17;0.0;131158.57;2.0;0.0;12735.44;13928.93
2.0;27996.36;12933.49;31110.41;15380.26;28118.58;2.0;1.0;10879.24;11478.51
1.0;13392.75;4078.24;12444.65;22353.05;15572.95;2.0;1.0;8749.97;2321.3900000000003
3.0;40287.09;77202.06;9151.04;0.0;119558.88;0.0;1.0;9820.1;10877.51
1.0;3592.83;3383.62;15370.35;32453.19;9050.96;1.0;0.0;1796.42;1544.92
3.0;37235.96;62189.17;7036.17;0.0;121033.34;0.0;0.0;10723.6;11170.79
3.0;40356.27;54538.76;4848.1;0.0;110647.27;4.0;0.0;14264.13;15335.38
2.0;19898.65;883.5;17932.75;22946.87;23314.16;5.0;1.0;10969.6;4464.525000000001
2.0;23672.56;21417.71;13456.42;6366.36;40706.05;1.0;1.0;9261.06;8995.57
1.0;4917.47;8139.81;5370.48;26375.99;8768.58;2.0;0.0;2458.74;2262.04
1.0;3430.53;5319.55;14350.11;27025.37;17525.34;4.0;0.0;1715.26;857.6350000000001
3.0;38934.69;62067.55;12012.88;0.0;116748.2;4.0;0.0;14008.24;14795.18
2.0;22460.36;35896.91;26785.55;15814.35;23872.77;2.0;0.0;10839.69;10331.77
2.0;22207.43;29201.79;36898.38;17205.8;34377.24;3.0;0.0;11440.15;5383.64
2.0;25332.92;25875.48;28167.73;22716.76;19034.69;2.0;1.0;10319.91;10386.5
3.0;38812.4;67371.37;12638.0;0.0;84948.53;2.0;1.0;11269.36;12031.84
2.0;14726.96;24504.8;20907.67;15871.26;20700.55;5.0;1.0;9418.09;2654.4349999999995
2.0;20924.65;27259.67;26830.44;6543.23;34205.99;5.0;0.0;12323.63;4300.510000000001
2.0;29809.75;23498.03;23955.29;21175.21;29779.86;4.0;1.0;13048.63;14010.58
2.0;24254.99;25825.48;27584.87;12977.67;29825.63;1.0;0.0;10578.65;10429.65
2.0;21495.34;15065.66;21845.9;12890.03;30752.72;2.0;0.0;10588.79;9887.86
2.0;24546.23;27272.05;19453.58;13707.04;37562.41;2.0;1.0;10154.71;10063.95
3.0;40660.4;38813.73;5844.83;0.0;67795.66;4.0;1.0;13099.06;14231.14
2.0;26932.02;42311.98;22089.58;9480.25;32257.4;4.0;0.0;13618.25;6656.885
3.0;38605.59;67272.31;5309.4;0.0;48663.38;1.0;1.0;10474.5;11195.62
4.0;501037.26;545492.73;0.0;0.0;215856.68;2.0;0.0;40062.24;85176.33
1.0;10348.67;2882.63;25933.2;28474.24;16025.87;2.0;0.0;8932.49;708.0900000000001
3.0;38933.92;88054.17;9368.79;0.0;97482.61;4.0;0.0;14008.11;14794.89
2.0;21906.8;22505.15;28722.17;17294.93;8267.64;3.0;0.0;11352.97;5276.915
4.0;405815.05;746697.66;0.0;0.0;219115.48;4.0;0.0;38407.05;77104.86
3.0;42276.95;60569.23;11700.68;0.0;77891.17;1.0;0.0;12073.23;13528.62
3.0;40513.71;60018.63;10555.44;0.0;38636.63;1.0;0.0;11861.65;12964.39
2.0;19904.24;10121.05;189.46;14001.79;30295.98;0.0;1.0;7985.64;6966.48
